Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Predicted_Performance_Index
5,65,1,6,5,50.84711809255585
1,75,1,8,2,49.96331293904736
3,54,0,7,6,34.01725029269644
8,99,1,6,3,93.6468669143332
6,70,1,7,3,58.888820553498654
1,86,1,7,3,60.87305231791323
4,73,0,4,8,55.15726702847042
1,41,0,4,3,13.00949672021035
3,81,0,6,3,60.42443880798054
5,69,0,8,1,54.506818982695314
5,47,0,4,7,31.35180833139389
4,91,1,4,3,73.08696643100171
3,46,0,7,4,25.477631799235013
5,51,0,7,7,36.882553968848676
4,97,0,6,3,79.5736041291023
8,58,1,7,4,52.591931257461205
8,67,1,9,5,62.9242876256554
5,53,0,9,2,38.90241935968354
4,53,1,9,8,37.82186885282811
3,45,1,7,4,25.053541222597914
2,53,0,4,4,28.284299757227537
9,52,1,5,4,48.37218495409453
1,66,1,6,3,40.02640353347932
1,74,1,8,0,48.5498445350668
2,41,0,9,5,18.696865729016274
3,87,0,6,3,66.53256745610702
9,40,0,4,0,34.28488291052627
6,77,0,7,0,64.82786933432297
4,90,0,5,9,73.14757497015418
8,84,0,9,5,79.63672126396307
9,63,0,9,7,61.514540217597805
7,49,0,6,0,38.697871278505
3,74,1,8,7,55.65555342316073
6,46,0,5,3,32.889935181584086
2,74,0,6,2,50.23974297773541
7,56,1,7,8,48.4859600405535
5,54,0,9,4,40.315887763664115
8,51,0,7,8,45.66274422851534
3,62,1,6,6,42.2691327309033
7,65,1,4,8,56.18949314070604
9,44,1,5,6,40.6234603858854
7,70,0,4,8,60.68566948276078
7,93,0,6,8,85.07260254860364
5,45,1,7,4,30.7751857415003
6,84,1,9,2,73.91583716583875
4,47,1,9,9,31.911463686014734
7,87,1,4,7,78.38824136918998
9,96,1,7,4,94.13756828837995
5,54,0,5,3,38.17328445296818
9,43,1,8,6,41.06409881656814
9,76,1,4,0,71.52758566400232
3,49,0,6,0,27.254582240700216
9,45,1,7,4,42.218474779305076
3,43,1,8,4,23.503718297234805
9,93,1,5,2,89.71561708699917
6,95,0,5,6,83.36615625188938
2,79,1,7,9,57.79406537576201
8,65,0,8,3,59.41264695825742
1,81,0,6,6,55.29596473301739
8,52,0,5,0,44.12653790467372
1,61,1,7,9,36.60885717193144
2,88,0,5,1,63.808099718038356
6,44,1,5,1,31.052376200966428
9,77,1,7,5,74.99288438395925
2,50,0,4,1,24.63706498922508
4,77,1,8,6,61.37271652536209
8,83,1,4,2,76.18836045665816
7,64,1,8,0,55.534563678229894
8,91,0,8,4,86.07892791478514
6,54,1,6,6,42.70742797842161
3,56,0,9,7,37.22345657140976
1,42,0,9,2,16.260894466980254
7,91,1,4,9,82.85577409723376
2,77,1,5,0,53.00607124654409
8,40,0,7,0,32.88272052311222
6,46,1,4,1,32.60219912632953
7,65,1,6,3,56.173315648832094
6,78,1,6,3,66.54677212698823
3,94,0,9,0,74.52420697368578
9,66,0,4,2,61.148887348367076
5,87,1,7,0,72.74119235313319
4,49,1,6,1,30.907058846181805
6,58,1,9,9,48.83134405981563
2,55,0,8,1,31.67205202537999
6,67,0,5,5,54.663832412652845
2,60,1,6,5,37.174544107430215
7,47,0,6,7,38.04589276498772
9,49,0,9,4,46.66906959469684
8,49,0,4,0,40.58625362326476
5,72,0,5,7,57.28856432259986
8,95,1,6,2,89.37705766760249
3,92,0,4,4,70.8479582295007
6,63,1,9,6,53.328280822648445
7,75,1,5,1,65.47186314240432
5,70,1,4,6,55.16250886594954
8,56,0,9,4,50.93439742472652
9,98,1,8,9,97.64844853499986
7,87,1,8,2,79.34450379200746
9,47,1,9,8,46.017851501957644
6,71,1,4,7,59.23907604806822
9,86,1,6,9,84.45975132405553
5,77,1,5,8,63.17032587540229
9,93,1,8,6,91.96517088428863
1,51,1,5,2,24.072138474504392
7,67,0,5,2,56.93148422816481
9,94,0,9,5,92.67775793695836
9,95,0,5,1,90.9600056236776
6,96,0,6,3,84.27722720665028
8,42,0,8,4,36.19587728841908
4,58,1,4,7,40.2831527915585
5,49,0,6,6,34.16256764748106
8,69,0,5,7,62.81696677689022
4,99,0,5,3,81.1234270544654
4,63,1,9,1,46.61801889718068
8,65,0,4,8,58.45638453543993
6,75,1,4,0,61.927097444294326
6,99,1,8,7,89.68855623537456
6,87,1,6,6,76.30213554311715
1,63,1,8,3,37.944779124107534
5,54,1,5,1,38.37176835505934
9,90,1,9,8,89.79277348019724
9,40,0,5,7,36.15516723706353
1,61,1,9,3,36.39495619874442
8,90,1,7,5,85.36634086211538
1,79,1,4,3,52.28824235639521
8,94,0,7,4,88.64677228150265
3,88,0,9,8,69.99786617606395
3,94,1,7,5,75.13431533027705
8,60,0,4,6,52.97083036604173
4,77,1,7,5,60.688773086703286
2,61,1,5,3,37.31089862881276
4,93,1,8,8,78.05650654965879
6,82,1,9,3,72.077517764443
6,41,0,4,1,26.918161054840176
5,96,0,7,0,81.30945446060556
7,57,0,7,7,48.71232713587752
4,87,0,8,5,70.76127659287579
6,64,1,7,4,52.97841538668528
5,98,1,6,3,84.04637869462522
4,61,1,7,1,43.60953609978042
9,54,0,5,3,49.61657349077296
4,84,1,9,2,68.19419264693636
8,95,1,8,9,91.73356195148546
9,80,0,9,2,77.8322873140574
8,45,1,6,1,38.27826211856894
7,50,0,6,9,41.49540405167709
3,77,0,8,4,57.52251643856743
9,47,1,9,1,44.63378713276611
3,83,0,8,4,63.63064508669388
6,97,1,5,9,86.58930044325476
6,42,0,8,1,29.88106232557744
2,52,0,6,0,27.447824305312245
2,88,0,5,4,64.40127016197758
1,55,0,6,2,28.036513332550435
6,52,0,4,1,38.116396909738675
9,98,1,8,1,96.06666068449525
7,56,0,9,5,48.2712986465884
6,70,1,4,4,57.627884162774585
6,54,1,4,1,40.746370657164796
4,59,1,4,7,41.30117423291292
1,76,1,9,7,52.456171744312876
4,43,1,6,3,25.194377160681498
8,87,0,5,8,81.33907620258267
4,87,0,5,0,68.31399931427327
3,84,1,9,4,65.72881735011131
8,41,0,8,5,35.37557932837773
2,57,0,9,6,35.182932271999896
1,88,0,9,8,64.27622165716156
3,47,1,4,5,25.828647714582665
3,41,0,9,6,21.75541146978054
1,68,0,5,9,42.168636482003585
4,66,1,5,4,48.320373835800275
2,73,0,4,0,47.853834659063416
7,56,1,9,4,48.66750602999263
1,62,0,6,6,35.95355734728361
3,72,1,5,2,51.17223326184939
1,51,0,7,3,24.64837100579159
6,78,1,7,3,67.03299208433393
9,54,1,8,6,52.26233467146664
3,40,0,6,1,18.290112749823606
4,83,1,4,6,65.53596534410568
2,96,0,7,5,73.71560508881737
1,73,0,5,6,46.6655732448364
7,56,1,6,5,47.40656963926856
8,99,1,6,1,93.25141995170705
8,85,0,5,1,77.91896895068231
8,40,0,7,3,33.47589096705145
1,96,1,4,2,69.3968833781071
1,80,1,7,0,54.17175322584753
9,90,0,6,9,87.93790622475586
6,86,1,6,1,74.29549669519733
2,52,0,6,0,27.447824305312245
1,98,1,9,6,74.65491997279679
5,92,0,5,9,78.04444011231419
7,49,0,5,4,39.00254524641159
2,41,1,7,4,18.120633197729084
3,49,1,4,0,26.876073190726103
3,79,0,9,3,59.847055797308876
8,64,1,6,1,57.62066950430273
2,47,1,6,3,23.544818407196743
2,60,1,8,0,37.15836661555627
8,61,1,8,7,56.72538598280939
7,84,0,7,9,76.59435301507273
5,66,1,5,4,51.18119609525147
5,81,0,8,0,66.52535279763515
9,96,1,8,9,95.61240565229105
3,47,0,4,2,24.64154640592612
4,95,1,5,6,78.2384425977043
1,57,0,4,6,29.891010225820132
4,81,1,9,8,66.32646921075158
3,92,0,5,0,70.54328426159412
3,71,0,5,3,49.75800443709074
8,67,0,9,4,62.13263327962502
3,94,1,5,4,73.96415193427254
7,71,1,8,8,64.24250161821536
8,79,1,6,0,72.6932676433058
9,47,0,8,8,44.937700679894625
6,74,0,7,6,62.960145898138215
8,60,1,7,1,54.0348036962308
1,86,1,6,1,59.991385397941364
3,73,0,9,9,54.92526803706088
6,55,0,4,6,42.15907864036729
9,43,0,7,9,40.57711843844434
9,73,1,6,5,70.4345786611959
9,85,0,8,7,83.42479197004911
8,50,1,5,6,43.87076677456066
2,52,0,8,4,29.21115814525598
2,64,0,5,4,39.96875556947176
6,57,0,7,5,45.45605791380017
2,89,1,4,0,64.73610858545126
9,69,0,9,9,68.01811582835043
7,85,1,9,7,78.78329827320974
9,93,1,4,4,89.6248440922796
6,48,1,8,1,36.583121838421214
9,89,0,7,6,86.81293429680795
8,80,0,5,1,72.82886174391027
8,92,1,5,5,86.4299438301328
3,64,0,9,9,45.763075064871195
8,79,0,8,5,74.0603940998453
2,42,0,6,1,17.46533337308123
3,43,1,6,7,23.124448826482606
5,71,0,4,4,55.191152479960486
7,73,1,5,9,65.01760811020011
6,66,0,5,8,54.23898141523767
9,93,1,4,4,89.6248440922796
2,78,1,5,3,54.617263131837724
5,77,1,4,5,62.09093547411734
6,57,0,8,4,45.74455438983282
1,75,0,7,6,49.674056042236636
9,60,1,9,7,59.05440675825189
2,69,0,9,0,46.21284868037436
6,73,1,9,6,63.50849523619254
8,47,0,5,8,40.61821854840628
5,67,0,8,9,54.0525639504911
7,55,0,5,3,44.91295041322498
1,87,0,8,2,61.585639370582975
8,75,0,7,6,69.69981185839501
5,52,1,5,1,36.33572547235051
7,75,0,6,7,66.55049312291118
8,64,0,6,8,58.41080300877696
7,92,0,8,3,84.03840361537527
3,56,1,4,8,35.584011130711566
3,97,1,7,2,77.59520921040104
1,69,1,8,6,44.646078216173215
5,97,0,7,2,82.72292286458614
5,82,0,8,3,68.13654468292879
8,76,0,6,0,69.04527245452525
4,42,1,7,2,24.464852195359732
5,76,0,9,3,62.51463599214804
5,57,1,4,5,41.73050664702914
7,72,1,8,6,64.86507609694362
6,54,1,5,6,42.2212080210759
3,94,0,9,4,75.31510089893808
8,71,1,5,9,65.8423874869425
8,58,1,9,1,52.97120072821341
1,95,1,8,1,70.12601828482249
3,59,0,7,7,39.30508098078156
9,92,0,7,6,89.86699862087119
5,50,0,9,7,36.836972442185704
8,95,1,4,6,89.19551167816337
2,50,0,6,2,25.807228385229585
9,83,1,6,3,80.21934611211387
9,55,1,6,1,51.31929879156424
2,94,1,5,0,70.31243574956903
1,66,1,8,0,40.405673004231524
9,55,1,7,4,52.39868919284918
6,98,1,6,4,87.10492443538948
6,98,0,7,7,87.59038397195712
2,99,0,4,9,76.10190346609576
7,91,0,7,0,81.94099177273591
2,85,0,8,6,63.20131267257765
6,73,0,9,3,62.321393927536
9,53,1,6,9,50.86504375936003
1,59,1,5,4,32.611756967965825
3,80,0,4,1,58.03853048930855
2,77,0,7,8,54.96636814702281
8,42,1,6,8,36.608262163697255
3,80,0,4,2,58.236253970621625
5,93,1,8,6,80.52188184648384
1,74,1,7,0,48.06362457772108
6,68,0,5,5,55.68185385400725
5,56,1,4,2,40.1193147617355
5,54,0,6,3,38.65950441031389
9,60,0,5,4,55.9224256202125
2,90,0,9,0,67.59129894881696
2,67,1,6,9,45.091588122163394
3,60,1,5,1,38.758252484283396
9,99,0,8,0,96.29302777981928
4,91,0,9,9,76.11047624089144
4,78,1,7,3,61.31134756543154
6,81,1,4,7,69.41929046161232
5,75,0,7,6,61.117345080041424
3,65,0,5,0,43.05670534502506
9,65,0,5,1,60.41936238304532
3,63,1,4,9,42.907884701505516
3,51,1,4,1,29.109839554748
2,47,0,9,1,24.01410045189042
7,93,1,6,1,84.28246904412941
4,48,0,7,4,30.374496941395016
3,87,1,8,3,68.09893823551576
2,63,0,4,3,38.26679068945855
9,55,1,6,3,51.714745754190396
7,49,1,6,5,40.28041954978769
2,44,0,9,5,21.7509300530795
7,54,1,5,3,44.48885983658787
8,59,1,5,7,53.23068322806342
2,41,1,8,3,18.40912967376172
6,55,1,9,2,44.393215366560874
9,73,0,6,1,69.0497538712263
6,63,1,4,8,51.29262799854602
1,67,1,4,7,40.86287898539461
6,76,1,4,6,64.13145977352718
2,88,1,4,8,65.29987499460148
3,75,1,6,1,54.514794061945246
6,68,1,6,4,56.56428119475719
9,87,0,4,1,82.3296141354966
3,70,1,5,2,49.136190379140565
3,46,1,4,6,25.008349754541335
8,81,0,7,9,76.40111095046069
7,49,1,6,4,40.08269606847461
6,73,0,7,4,61.54667749415764
7,48,1,9,8,41.314228424409656
1,76,1,7,1,50.29739094174298
9,92,1,5,3,88.89531912695784
7,42,1,5,3,32.272602540334965
6,53,1,5,7,41.40091006103457
7,89,1,9,2,81.866766632062
1,97,0,5,4,70.70264087471608
2,67,0,8,7,45.07465020951137
1,48,0,7,2,21.396583200415286
4,90,1,4,8,73.05756239621269
6,73,1,8,1,62.033657872281445
1,58,1,6,3,31.882232002644052
3,57,0,7,6,37.07131461675966
1,63,0,9,1,37.44162125410978
7,47,0,7,1,37.34577183445497
7,67,0,9,1,58.67864057623459
8,45,1,7,5,39.555376001166955
4,88,0,9,0,71.27690058501054
7,44,0,5,4,33.91243803963955
7,54,0,5,9,45.08126985974902
3,54,0,8,3,33.91029980610292
3,67,0,7,9,47.84469947424298
3,62,0,4,4,40.307314988868406
4,48,0,7,0,29.583603016142717
8,69,0,4,6,62.13302333823142
9,55,1,4,2,50.544582358185885
3,40,0,7,6,19.764950113734706
9,98,1,9,1,96.55288064184097
9,57,0,5,0,52.07746737089696
9,97,1,9,1,95.53485920048655
7,88,0,8,2,79.76859436864456
2,84,1,8,6,62.77722209594055
4,60,1,4,8,42.5169191555804
8,85,0,5,8,79.30303331987383
2,85,0,7,7,62.912816196545
7,64,1,4,7,54.97374821803856
3,85,0,8,0,64.87579404415038
4,56,1,5,0,37.34926549700388
3,85,0,8,0,64.87579404415038
5,84,1,5,9,70.49419944619623
4,93,1,7,1,76.18622222312152
8,43,0,5,5,35.952962339049414
6,86,1,4,4,73.91622722444512
9,63,1,8,7,61.6222511249694
2,62,0,8,9,40.37998996536546
8,70,0,8,5,64.89820112765562
7,52,0,8,1,42.92209899857274
3,46,1,9,9,28.032619985209138
1,83,1,6,9,58.51910892438274
9,67,1,6,7,64.72189697569561
9,57,0,8,3,54.129297686873336
5,40,1,4,5,24.424142144004193
6,89,1,7,8,79.21984534579781
5,90,0,5,1,74.42660937910077
7,72,0,4,3,61.73309495890421
1,92,0,8,0,66.28029961472888
6,44,0,6,7,32.13100618147329
9,79,0,6,5,75.94877644460507
9,52,0,9,5,49.92085740007315
7,81,1,8,7,74.22499255044639
4,82,1,8,8,66.85827069476028
3,56,1,7,9,37.24039448406179
7,74,0,9,1,65.80479066571547
3,74,1,4,1,52.524332705899404
2,57,1,7,1,33.8158058154604
6,89,1,7,0,77.6380574952932
1,85,1,5,2,58.684867480554324
6,66,1,4,4,53.555798397356945
9,40,0,5,8,36.35289071837661
2,60,0,4,5,35.60817332802147
5,88,0,6,9,74.45857430424226
4,64,0,9,1,47.04210947381778
9,96,0,8,3,93.8321338996953
4,41,1,8,7,24.92166811791641
2,87,0,9,5,65.52585203131912
5,99,1,9,3,86.52306000801676
6,93,1,8,2,82.59181018068273
5,53,1,6,3,38.23541383367678
4,89,0,7,8,72.90426996217812
9,41,1,6,2,37.26472209391557
6,73,1,6,2,61.258941438903086
3,74,0,7,3,53.784508675845395
6,93,0,6,7,82.01405680783935
8,54,1,5,9,48.536022983917526
9,51,0,9,0,47.914218552153365
3,92,0,7,9,73.29523550810322
2,77,1,8,6,55.65107200645969
4,81,1,7,0,63.77224144555553
2,42,0,9,2,19.12171672643145
1,69,1,5,1,42.19880093757069
6,55,0,5,1,41.656681191147634
3,97,1,9,0,78.17220216246633
1,67,1,7,7,42.321538857431754
3,84,1,5,3,63.586214039415374
7,57,1,5,1,47.14747719802495
6,69,1,6,5,57.78002611742469
3,41,0,8,7,21.4669149937479
5,99,1,7,4,85.7483435746384
7,93,1,7,8,86.15275337066666
6,94,1,9,2,84.09605157938284
2,62,0,4,9,38.43511013598259
6,80,0,8,4,69.15904754098423
8,85,0,6,0,78.20746542671495
3,81,0,9,9,63.06943956789615
5,66,0,7,5,51.75742862653866
8,74,1,8,1,68.77332383253827
5,46,0,5,9,31.215453810011347
3,97,1,6,0,76.71354229042919
6,90,1,6,8,79.7516468298065
5,50,0,5,5,34.496645650176696
5,49,0,7,5,34.451064123513696
6,60,0,6,1,47.23300835526539
3,98,0,8,1,78.3077962630708
5,75,0,8,7,61.801288518700225
3,68,1,5,3,47.29787097774483
4,49,0,4,6,30.329305473338444
4,94,0,5,1,75.6378728850672
4,79,0,5,6,61.356168671316446
8,52,1,6,9,46.986200058554424
3,61,0,8,6,41.62962033952302
4,77,0,7,1,59.30394829673367
7,84,0,7,0,74.81484168325505
1,97,1,9,8,74.03234549406855
2,61,1,5,1,36.915451666186605
2,70,1,4,1,45.59142468103057
5,47,0,4,9,31.747255294020043
4,44,1,6,7,27.003292527288217
2,81,0,4,7,57.38207055909023
2,59,0,8,3,36.13958475342378
9,68,1,4,8,64.96520198367165
5,66,0,6,5,51.27120866919295
1,64,1,6,3,37.990360650770505
3,73,1,5,9,53.57431907239533
3,72,0,7,9,52.93480668101504
2,50,1,7,5,27.480549651231847
3,97,0,4,5,76.13578891758581
7,57,0,8,2,48.209929686657865
3,86,1,4,8,66.12465437134387
7,80,1,9,9,74.08863802906384
7,98,0,4,4,88.39937591543193
9,68,1,7,7,66.22613837439573
5,68,0,9,6,54.963634905252
5,99,1,6,4,85.2621236172927
3,65,1,4,0,43.16441625239664
8,58,1,5,3,51.42176786145671
6,41,1,9,1,29.943191706286065
5,40,1,8,5,26.36902197338705
2,66,0,9,5,44.147401762876505
4,93,0,4,9,75.71541933687169
8,84,0,9,2,79.04355082002382
1,91,1,9,5,67.33104640200287
9,80,1,5,4,76.876785312018
6,56,1,8,9,46.309081219761104
4,70,0,8,7,53.85035905247698
1,61,1,7,7,36.21341020930529
9,92,1,4,5,88.80454613223827
4,67,0,9,3,50.49162076050715
9,77,1,9,8,76.55849474258991
3,82,1,5,1,61.15472419408041
7,64,1,4,7,54.97374821803856
8,75,0,4,1,67.2525345797925
7,98,1,7,5,90.64969013349946
3,50,0,7,8,30.34061148990495
8,69,0,9,5,64.36639964364693
4,53,1,9,1,36.437804483636576
5,88,0,5,8,73.77463086558348
5,92,1,7,8,79.41308741040984
6,72,1,4,2,59.268480082857245
1,80,0,5,4,53.39627637169111
4,58,1,9,9,43.10969954091323
9,95,0,5,7,92.14634651155606
4,64,1,8,9,48.73160823169399
8,65,0,4,8,58.45638453543993
5,72,1,8,7,59.341155059354314
9,43,0,6,5,39.30000455584632
8,90,1,6,8,85.4732913487089
5,44,1,9,1,30.1364337708981
1,61,1,4,1,33.568409449389684
8,57,1,7,6,51.96935677873295
3,90,1,8,2,70.9552790782659
8,86,1,5,8,80.91498562594555
8,53,1,4,5,46.24088765996509
8,63,0,5,6,56.511114647450675
1,60,0,6,1,32.928897058009404
6,64,1,6,8,53.28308935459187
1,58,1,8,8,33.84328932390087
2,46,1,7,9,24.199357811066513
4,86,1,7,2,69.25779561495375
8,47,0,5,0,39.03643069790167
1,40,0,9,6,15.01574550952374
5,54,0,8,7,40.422838250257634
8,65,0,7,3,58.926427000911694
2,97,0,5,8,74.35435705941958
1,79,0,4,1,51.29886452905175
9,97,0,6,9,95.06405631423672
3,72,1,8,6,53.42178705913884
6,62,1,8,0,50.63769853606987
1,52,1,6,3,25.7741033545176
5,96,0,7,5,82.29807186717096
3,84,0,9,7,65.72805692933323
2,86,1,7,7,64.52476850261672
7,77,0,5,9,68.49576301090045
5,80,1,6,7,66.51288667549815
9,81,1,5,1,77.30163630943318
2,48,0,7,7,25.246022866431865
3,62,0,6,2,40.88430794093369
5,65,0,4,9,50.071641238399415
6,69,0,9,5,58.64475512474453
8,85,0,9,7,81.05018966794361
5,58,0,9,5,44.58569701039482
5,65,0,9,6,51.90957058118877
3,81,1,9,3,62.477029544735
1,62,1,8,6,37.519928126692356
5,88,0,4,4,72.49751698298545
5,67,1,5,0,51.40832361135357
4,40,1,7,5,23.02197975659014
6,77,1,6,6,66.12192112957302
4,48,0,8,2,30.465269936114588
7,99,1,6,2,90.58832117356894
1,44,0,8,7,18.79933479890874
5,98,0,6,6,84.04561827384714
9,64,0,5,5,60.19223486694322
5,81,0,5,7,66.45075729478953
8,97,0,6,0,90.42372272296785
4,64,1,7,2,46.86132390515673
4,48,1,5,8,30.78688181667321
5,54,1,5,9,39.95355620556395
9,84,0,4,3,79.67099677405952
4,59,1,4,4,40.70800378897369
6,47,1,6,4,35.1858309263146
5,96,1,6,8,82.99895321848177
9,84,0,9,9,83.28843744866657
4,72,0,6,7,54.913962020494374
2,72,0,8,2,49.17614000971803
4,85,1,6,8,68.93989510413206
2,95,1,5,7,72.714521560115
5,93,0,8,5,79.73022750045345
4,91,1,4,3,73.08696643100171
8,46,0,9,2,40.358736048556274
8,93,0,8,3,87.91724731618089
6,79,0,9,6,69.02269301960169
9,60,0,7,4,56.89486553490392
5,56,0,8,5,42.063434170340294
1,86,0,6,6,60.38607193978944
9,57,0,6,3,53.1568577721819
2,63,1,6,9,41.019502356745754
9,63,1,4,9,60.072818258212685
7,86,1,8,6,79.11737627590534
8,58,1,6,7,52.698881744054724
6,81,0,7,3,69.49312554367984
6,99,1,5,2,87.24127895677202
9,44,1,4,4,39.741793465913524
8,56,0,5,4,48.98951759534366
5,89,0,7,0,74.1833043711247
7,78,0,6,5,69.20911048434826
2,85,1,8,5,63.59752005598188
7,47,0,7,9,38.92755968495958
2,40,0,9,8,18.27201473160109
6,41,0,9,3,29.744707804194903
8,43,0,5,9,36.74385626430172
6,87,1,5,3,75.2227451418322
7,42,1,9,8,35.2060997762832
3,45,1,9,2,25.63053417466319
3,60,1,8,1,40.21691235632054
5,99,1,9,3,86.52306000801676
4,67,0,6,8,50.02157829503539
3,93,0,5,6,72.74764659082697
4,77,0,4,5,58.63618234994883
6,82,0,5,9,70.7250479582213
6,75,0,4,6,62.519507467455476
6,79,0,5,1,66.08919578365345
9,78,1,4,1,73.76135202802422
1,65,0,8,1,38.991444179472886
6,64,1,4,4,51.51975551464813
5,56,0,8,0,41.07481676377491
8,76,1,5,1,69.35070684320993
2,61,1,7,7,39.074232468756485
3,61,0,6,1,39.668563018266205
7,53,1,5,1,43.07539143260731
4,65,1,8,7,49.35418271042224
5,61,1,9,4,48.03596871786228
1,69,0,8,8,44.44759431408206
3,55,0,5,7,34.2605553006725
9,77,0,4,0,71.95167624063942
8,45,1,4,0,37.10809872256443
8,43,1,7,0,36.53071571189276
8,45,1,7,5,39.555376001166955
9,65,0,7,4,61.98497274167597
8,50,0,7,9,44.842446268474
3,80,0,6,1,59.010970403999984
1,48,0,8,3,22.080526639074073
5,90,1,4,8,75.91838465566389
1,57,1,6,1,30.468763598663493
5,56,1,7,6,42.36886855902495
6,40,0,5,2,26.58408305214455
5,76,0,5,2,60.372032681452104
9,87,1,5,9,84.99155280806426
8,95,0,9,6,91.03268060017464
4,95,1,5,8,78.63388956033046
1,65,0,9,0,39.27994065550552
3,96,0,8,7,77.45809426824044
8,96,1,4,1,89.2249157129524
4,69,1,4,1,50.295047758578555
6,49,0,5,5,36.33944646827347
9,78,0,7,1,74.62608103534407
8,46,1,7,7,40.96884440514753
7,74,1,5,7,65.64018258892838
5,59,1,8,9,46.50232328437314
6,65,1,4,1,51.94460651206331
6,65,1,6,5,53.70794035200705
8,82,1,6,5,76.7359493739344
7,74,0,9,2,66.00251414702853
6,74,0,6,6,62.473925940792505
8,72,1,7,2,66.44878447379679
3,72,1,4,1,50.48828982319059
5,51,1,5,1,35.317704030996104
4,65,1,7,7,48.86796275307652
2,53,1,5,9,30.353067985855937
9,89,0,9,3,87.19220376756016
4,98,1,9,7,83.43511023246347
2,85,0,6,3,61.635702313946986
5,82,0,9,5,69.01821160290066
3,85,0,7,6,65.57591497468312
2,98,0,7,1,74.96075404627388
2,94,1,8,9,73.55060695342388
5,74,0,9,4,60.6763165907523
1,98,1,9,3,74.06174952885758
9,78,0,8,9,76.69408884319441
9,88,0,8,2,85.49023888754695
4,80,1,9,1,63.924383400205635
4,77,0,9,2,60.474111692738184
9,70,0,9,9,69.03613726970482
2,98,0,7,9,76.54254189677849
8,87,1,4,9,81.64451059126733
1,48,1,8,5,23.06990446641754
3,46,0,5,8,25.296085809795883
9,52,0,9,7,50.316304362699306
1,49,1,4,2,21.54987563444986
